COMMODITY,COUNTRY,UNIT,QUANTITY,VALUE (US$ million)
COPPER AND PRDCTS MADE OF COPR,SWAZILAND,NA,NA,0.03
COPPER AND PRDCTS MADE OF COPR,SWEDEN,NA,NA,5.22
COPPER AND PRDCTS MADE OF COPR,SWITZERLAND,NA,NA,1.34
COPPER AND PRDCTS MADE OF COPR,SYRIA,NA,NA,0.71
COPPER AND PRDCTS MADE OF COPR,TAIWAN,NA,NA,1.49
COPPER AND PRDCTS MADE OF COPR,TAJIKISTAN,NA,NA,0.00
COPPER AND PRDCTS MADE OF COPR,TANZANIA REP,NA,NA,2.28
COPPER AND PRDCTS MADE OF COPR,THAILAND,NA,NA,11.92
COPPER AND PRDCTS MADE OF COPR,TOGO,NA,NA,0.04
COPPER AND PRDCTS MADE OF COPR,TONGA,NA,NA,0.00
COPPER AND PRDCTS MADE OF COPR,TRINIDAD,NA,NA,0.22
COPPER AND PRDCTS MADE OF COPR,TUNISIA,NA,NA,1.52
COPPER AND PRDCTS MADE OF COPR,TURKEY,NA,NA,5.40
COPPER AND PRDCTS MADE OF COPR,U ARAB EMTS,NA,NA,55.94
COPPER AND PRDCTS MADE OF COPR,U K,NA,NA,30.44
COPPER AND PRDCTS MADE OF COPR,U S A,NA,NA,157.91
COPPER AND PRDCTS MADE OF COPR,UGANDA,NA,NA,0.85
COPPER AND PRDCTS MADE OF COPR,UKRAINE,NA,NA,0.24
COPPER AND PRDCTS MADE OF COPR,UNSPECIFIED,NA,NA,0.18
COPPER AND PRDCTS MADE OF COPR,URUGUAY,NA,NA,0.12
COPPER AND PRDCTS MADE OF COPR,UZBEKISTAN,NA,NA,0.04
COPPER AND PRDCTS MADE OF COPR,VANUATU REP,NA,NA,0.00
COPPER AND PRDCTS MADE OF COPR,VENEZUELA,NA,NA,0.01
COPPER AND PRDCTS MADE OF COPR,VIETNAM SOC REP,NA,NA,0.87
COPPER AND PRDCTS MADE OF COPR,VIRGIN IS US,NA,NA,0.00
COPPER AND PRDCTS MADE OF COPR,YEMEN REPUBLC,NA,NA,0.58
COPPER AND PRDCTS MADE OF COPR,ZAMBIA,NA,NA,5.13
COPPER AND PRDCTS MADE OF COPR,ZIMBABWE,NA,NA,0.11
LEAD AND PRODUCTS MADE OF LED,AUSTRALIA,TON,610,1.32
LEAD AND PRODUCTS MADE OF LED,AUSTRIA,TON,2,0.01
LEAD AND PRODUCTS MADE OF LED,BAHARAIN IS,TON,0,0.00
LEAD AND PRODUCTS MADE OF LED,BANGLADESH PR,TON,11745,24.42
LEAD AND PRODUCTS MADE OF LED,BELGIUM,TON,301,0.99
LEAD AND PRODUCTS MADE OF LED,BHUTAN,TON,7,0.02
LEAD AND PRODUCTS MADE OF LED,BOTSWANA,TON,0,0.00
LEAD AND PRODUCTS MADE OF LED,BRAZIL,TON,6,0.04
LEAD AND PRODUCTS MADE OF LED,BRUNEI,TON,0,0.00
LEAD AND PRODUCTS MADE OF LED,CAMBODIA,TON,1,0.00
LEAD AND PRODUCTS MADE OF LED,CANADA,TON,0,0.01
LEAD AND PRODUCTS MADE OF LED,CHILE,TON,48,0.11
LEAD AND PRODUCTS MADE OF LED,CHINA P RP,TON,2584,5.59
LEAD AND PRODUCTS MADE OF LED,CONGO D. REP.,TON,126,0.31
LEAD AND PRODUCTS MADE OF LED,COTE D' IVOIRE,TON,0,0.00
LEAD AND PRODUCTS MADE OF LED,EGYPT A RP,TON,199,0.41
LEAD AND PRODUCTS MADE OF LED,ETHIOPIA,TON,0,0.00
LEAD AND PRODUCTS MADE OF LED,FIJI IS,TON,0,0.00
LEAD AND PRODUCTS MADE OF LED,FRANCE,TON,37,0.23
LEAD AND PRODUCTS MADE OF LED,GERMANY,TON,0,0.00
LEAD AND PRODUCTS MADE OF LED,GHANA,TON,20,0.06
LEAD AND PRODUCTS MADE OF LED,HONG KONG,TON,0,0.00
LEAD AND PRODUCTS MADE OF LED,INDONESIA,TON,2459,5.47
LEAD AND PRODUCTS MADE OF LED,IRAN,TON,2,0.00
LEAD AND PRODUCTS MADE OF LED,IRAQ,TON,0,0.00
LEAD AND PRODUCTS MADE OF LED,ISRAEL,TON,17,0.05
LEAD AND PRODUCTS MADE OF LED,ITALY,TON,2,0.01
LEAD AND PRODUCTS MADE OF LED,JAPAN,TON,2288,5.01
LEAD AND PRODUCTS MADE OF LED,JORDAN,TON,0,0.00
LEAD AND PRODUCTS MADE OF LED,KAZAKHSTAN,TON,0,0.00
LEAD AND PRODUCTS MADE OF LED,KENYA,TON,19,0.05
LEAD AND PRODUCTS MADE OF LED,KOREA RP,TON,53404,111.78
LEAD AND PRODUCTS MADE OF LED,KUWAIT,TON,15,0.05
LEAD AND PRODUCTS MADE OF LED,MACEDONIA,TON,0,0.00
LEAD AND PRODUCTS MADE OF LED,MALAWI,TON,0,0.00
LEAD AND PRODUCTS MADE OF LED,MALAYSIA,TON,1219,2.77
LEAD AND PRODUCTS MADE OF LED,MALDIVES,TON,45,0.12
LEAD AND PRODUCTS MADE OF LED,MAURITIUS,TON,2,0.01
LEAD AND PRODUCTS MADE OF LED,MOROCCO,TON,35,0.21
LEAD AND PRODUCTS MADE OF LED,MOZAMBIQUE,TON,0,0.00
LEAD AND PRODUCTS MADE OF LED,MYANMAR,TON,296,0.64
LEAD AND PRODUCTS MADE OF LED,NAMIBIA,TON,0,0.00
LEAD AND PRODUCTS MADE OF LED,NEPAL,TON,812,1.79
LEAD AND PRODUCTS MADE OF LED,NETHERLAND,TON,27,0.06
LEAD AND PRODUCTS MADE OF LED,NIGERIA,TON,3,0.02
LEAD AND PRODUCTS MADE OF LED,OMAN,TON,5840,12.95
LEAD AND PRODUCTS MADE OF LED,PAKISTAN IR,TON,4,0.03
LEAD AND PRODUCTS MADE OF LED,PHILIPPINES,TON,281,0.66
LEAD AND PRODUCTS MADE OF LED,QATAR,TON,684,1.47
LEAD AND PRODUCTS MADE OF LED,SAUDI ARAB,TON,22,0.10
LEAD AND PRODUCTS MADE OF LED,SENEGAL,TON,0,0.00
LEAD AND PRODUCTS MADE OF LED,SEYCHELLES,TON,1,0.00
LEAD AND PRODUCTS MADE OF LED,SINGAPORE,TON,254,0.78
LEAD AND PRODUCTS MADE OF LED,SOMALIA,TON,0,0.00
LEAD AND PRODUCTS MADE OF LED,SOUTH AFRICA,TON,27,0.07
LEAD AND PRODUCTS MADE OF LED,SPAIN,TON,695,1.49
LEAD AND PRODUCTS MADE OF LED,SRI LANKA DSR,TON,1832,3.89
LEAD AND PRODUCTS MADE OF LED,SUDAN,TON,0,0.00
LEAD AND PRODUCTS MADE OF LED,SWITZERLAND,TON,26,0.05
LEAD AND PRODUCTS MADE OF LED,TAIWAN,TON,10466,22.55
LEAD AND PRODUCTS MADE OF LED,TANZANIA REP,TON,1,0.00
LEAD AND PRODUCTS MADE OF LED,THAILAND,TON,25499,53.90
LEAD AND PRODUCTS MADE OF LED,TUNISIA,TON,197,0.42
LEAD AND PRODUCTS MADE OF LED,TURKEY,TON,6376,13.28
LEAD AND PRODUCTS MADE OF LED,U ARAB EMTS,TON,11889,25.36
LEAD AND PRODUCTS MADE OF LED,U K,TON,692,1.64
LEAD AND PRODUCTS MADE OF LED,U S A,TON,5336,11.30
LEAD AND PRODUCTS MADE OF LED,UGANDA,TON,0,0.00
LEAD AND PRODUCTS MADE OF LED,UZBEKISTAN,TON,0,0.00
LEAD AND PRODUCTS MADE OF LED,VIETNAM SOC REP,TON,28494,60.54
LEAD AND PRODUCTS MADE OF LED,YEMEN REPUBLC,TON,1,0.00
LEAD AND PRODUCTS MADE OF LED,ZAMBIA,TON,0,0.00
"NICKEL, PRODUCT MADE OF NICKEL",ARGENTINA,TON,0,0.00
"NICKEL, PRODUCT MADE OF NICKEL",ARMENIA,TON,0,0.00
"NICKEL, PRODUCT MADE OF NICKEL",AUSTRALIA,TON,3,0.10
"NICKEL, PRODUCT MADE OF NICKEL",AUSTRIA,TON,0,0.00
"NICKEL, PRODUCT MADE OF NICKEL",AZERBAIJAN,TON,0,0.00
"NICKEL, PRODUCT MADE OF NICKEL",BAHARAIN IS,TON,6,0.13
"NICKEL, PRODUCT MADE OF NICKEL",BANGLADESH PR,TON,12,0.04
"NICKEL, PRODUCT MADE OF NICKEL",BELARUS,TON,4,0.08
"NICKEL, PRODUCT MADE OF NICKEL",BELGIUM,TON,11,0.02
"NICKEL, PRODUCT MADE OF NICKEL",BELIZE,TON,0,0.03
"NICKEL, PRODUCT MADE OF NICKEL",BHUTAN,TON,0,0.00
"NICKEL, PRODUCT MADE OF NICKEL",BOTSWANA,TON,0,0.00
"NICKEL, PRODUCT MADE OF NICKEL",BRAZIL,TON,61,1.17
"NICKEL, PRODUCT MADE OF NICKEL",BRUNEI,TON,0,0.01
"NICKEL, PRODUCT MADE OF NICKEL",CANADA,TON,1,0.09
"NICKEL, PRODUCT MADE OF NICKEL",CHILE,TON,1,0.06
"NICKEL, PRODUCT MADE OF NICKEL",CHINA P RP,TON,13884,39.06
"NICKEL, PRODUCT MADE OF NICKEL",COLOMBIA,TON,44,0.76
"NICKEL, PRODUCT MADE OF NICKEL",COTE D' IVOIRE,TON,0,0.00
"NICKEL, PRODUCT MADE OF NICKEL",CROATIA,TON,0,0.06
"NICKEL, PRODUCT MADE OF NICKEL",CZECH REPUBLIC,TON,0,0.00
"NICKEL, PRODUCT MADE OF NICKEL",DENMARK,TON,0,0.01
"NICKEL, PRODUCT MADE OF NICKEL",DJIBOUTI,TON,1,0.01
"NICKEL, PRODUCT MADE OF NICKEL",DOMINIC REP,TON,0,0.01
"NICKEL, PRODUCT MADE OF NICKEL",EGYPT A RP,TON,12,0.36
"NICKEL, PRODUCT MADE OF NICKEL",EL SALVADOR,TON,0,0.02
"NICKEL, PRODUCT MADE OF NICKEL",ESTONIA,TON,0,0.00
"NICKEL, PRODUCT MADE OF NICKEL",ETHIOPIA,TON,2,0.22
"NICKEL, PRODUCT MADE OF NICKEL",FIJI IS,TON,0,0.02
"NICKEL, PRODUCT MADE OF NICKEL",FINLAND,TON,1,0.04
"NICKEL, PRODUCT MADE OF NICKEL",FRANCE,TON,18,0.52
"NICKEL, PRODUCT MADE OF NICKEL",GERMANY,TON,323,2.82
"NICKEL, PRODUCT MADE OF NICKEL",GHANA,TON,0,0.00
"NICKEL, PRODUCT MADE OF NICKEL",GREECE,TON,0,0.04
"NICKEL, PRODUCT MADE OF NICKEL",GUATEMALA,TON,0,0.05
"NICKEL, PRODUCT MADE OF NICKEL",GUINEA,TON,0,0.00
"NICKEL, PRODUCT MADE OF NICKEL",GUYANA,TON,0,0.00
"NICKEL, PRODUCT MADE OF NICKEL",HONDURAS,TON,0,0.01
"NICKEL, PRODUCT MADE OF NICKEL",HONG KONG,TON,0,0.00
"NICKEL, PRODUCT MADE OF NICKEL",HUNGARY,TON,23,0.87
"NICKEL, PRODUCT MADE OF NICKEL",INDONESIA,TON,26,0.94
"NICKEL, PRODUCT MADE OF NICKEL",IRAN,TON,16,0.37
"NICKEL, PRODUCT MADE OF NICKEL",IRAQ,TON,0,0.00
"NICKEL, PRODUCT MADE OF NICKEL",IRELAND,TON,0,0.00
"NICKEL, PRODUCT MADE OF NICKEL",ISRAEL,TON,8,0.16
"NICKEL, PRODUCT MADE OF NICKEL",ITALY,TON,112,3.35
"NICKEL, PRODUCT MADE OF NICKEL",JAMAICA,TON,0,0.00
"NICKEL, PRODUCT MADE OF NICKEL",JAPAN,TON,180,1.83
"NICKEL, PRODUCT MADE OF NICKEL",JORDAN,TON,0,0.02
"NICKEL, PRODUCT MADE OF NICKEL",KAZAKHSTAN,TON,0,0.02
"NICKEL, PRODUCT MADE OF NICKEL",KENYA,TON,7,0.15
"NICKEL, PRODUCT MADE OF NICKEL",KOREA RP,TON,166,3.00
"NICKEL, PRODUCT MADE OF NICKEL",KUWAIT,TON,11,0.48
"NICKEL, PRODUCT MADE OF NICKEL",KYRGHYZSTAN,TON,0,0.01
"NICKEL, PRODUCT MADE OF NICKEL",LEBANON,TON,0,0.01
"NICKEL, PRODUCT MADE OF NICKEL",MACEDONIA,TON,0,0.00
"NICKEL, PRODUCT MADE OF NICKEL",MALAWI,TON,0,0.00
"NICKEL, PRODUCT MADE OF NICKEL",MALAYSIA,TON,30,0.76
"NICKEL, PRODUCT MADE OF NICKEL",MAURITIUS,TON,0,0.00
"NICKEL, PRODUCT MADE OF NICKEL",MEXICO,TON,171,3.74
"NICKEL, PRODUCT MADE OF NICKEL",MOZAMBIQUE,TON,0,0.00
"NICKEL, PRODUCT MADE OF NICKEL",MYANMAR,TON,0,0.01
"NICKEL, PRODUCT MADE OF NICKEL",NAMIBIA,TON,0,0.00
"NICKEL, PRODUCT MADE OF NICKEL",NEPAL,TON,13,0.14
"NICKEL, PRODUCT MADE OF NICKEL",NETHERLAND,TON,183,2.75
"NICKEL, PRODUCT MADE OF NICKEL",NETHERLANDANTIL,TON,0,0.01
"NICKEL, PRODUCT MADE OF NICKEL",NEW CALEDONIA,TON,0,0.00
"NICKEL, PRODUCT MADE OF NICKEL",NEW ZEALAND,TON,0,0.01
"NICKEL, PRODUCT MADE OF NICKEL",NICARAGUA,TON,0,0.01
"NICKEL, PRODUCT MADE OF NICKEL",NIGERIA,TON,1,0.07
"NICKEL, PRODUCT MADE OF NICKEL",NORWAY,TON,8,0.13
"NICKEL, PRODUCT MADE OF NICKEL",OMAN,TON,9,0.24
"NICKEL, PRODUCT MADE OF NICKEL",PAKISTAN IR,TON,7,0.10
"NICKEL, PRODUCT MADE OF NICKEL",PANAMA REPUBLIC,TON,0,0.01
"NICKEL, PRODUCT MADE OF NICKEL",PERU,TON,7,0.11
"NICKEL, PRODUCT MADE OF NICKEL",PHILIPPINES,TON,50,0.94
"NICKEL, PRODUCT MADE OF NICKEL",POLAND,TON,6,0.19
"NICKEL, PRODUCT MADE OF NICKEL",PORTUGAL,TON,0,0.01
"NICKEL, PRODUCT MADE OF NICKEL",QATAR,TON,19,0.52
"NICKEL, PRODUCT MADE OF NICKEL",ROMANIA,TON,0,0.01
"NICKEL, PRODUCT MADE OF NICKEL",RUSSIA,TON,46,0.89
"NICKEL, PRODUCT MADE OF NICKEL",RWANDA,TON,0,0.00
"NICKEL, PRODUCT MADE OF NICKEL",SAUDI ARAB,TON,109,4.80
"NICKEL, PRODUCT MADE OF NICKEL",SERBIA,TON,0,0.00
"NICKEL, PRODUCT MADE OF NICKEL",SINGAPORE,TON,42,0.94
"NICKEL, PRODUCT MADE OF NICKEL",SLOVENIA,TON,0,0.01
"NICKEL, PRODUCT MADE OF NICKEL",SOUTH AFRICA,TON,11,0.53
"NICKEL, PRODUCT MADE OF NICKEL",SPAIN,TON,3,0.08
"NICKEL, PRODUCT MADE OF NICKEL",SRI LANKA DSR,TON,1,0.04
"NICKEL, PRODUCT MADE OF NICKEL",SUDAN,TON,0,0.03
"NICKEL, PRODUCT MADE OF NICKEL",SWEDEN,TON,134,0.97
"NICKEL, PRODUCT MADE OF NICKEL",SWITZERLAND,TON,10,0.29
"NICKEL, PRODUCT MADE OF NICKEL",TAIWAN,TON,8,0.15
"NICKEL, PRODUCT MADE OF NICKEL",TANZANIA REP,TON,0,0.00
"NICKEL, PRODUCT MADE OF NICKEL",THAILAND,TON,236,3.09
"NICKEL, PRODUCT MADE OF NICKEL",TOGO,TON,0,0.00
"NICKEL, PRODUCT MADE OF NICKEL",TUNISIA,TON,0,0.03
"NICKEL, PRODUCT MADE OF NICKEL",TURKEY,TON,81,1.59
"NICKEL, PRODUCT MADE OF NICKEL",TURKMENISTAN,TON,0,0.00
"NICKEL, PRODUCT MADE OF NICKEL",U ARAB EMTS,TON,71,1.80
"NICKEL, PRODUCT MADE OF NICKEL",U K,TON,566,5.87
"NICKEL, PRODUCT MADE OF NICKEL",U S A,TON,270,5.49
"NICKEL, PRODUCT MADE OF NICKEL",UGANDA,TON,0,0.06
"NICKEL, PRODUCT MADE OF NICKEL",UKRAINE,TON,1,0.03
"NICKEL, PRODUCT MADE OF NICKEL",UZBEKISTAN,TON,0,0.01
"NICKEL, PRODUCT MADE OF NICKEL",VENEZUELA,TON,0,0.00
"NICKEL, PRODUCT MADE OF NICKEL",VIETNAM SOC REP,TON,0,0.04
"NICKEL, PRODUCT MADE OF NICKEL",ZAMBIA,TON,0,0.01
"NICKEL, PRODUCT MADE OF NICKEL",ZIMBABWE,TON,0,0.00
TIN AND PRODUCTS MADE OF TIN,ALGERIA,TON,0,0.00
TIN AND PRODUCTS MADE OF TIN,BANGLADESH PR,TON,12,0.19
TIN AND PRODUCTS MADE OF TIN,BELGIUM,TON,22,0.21
TIN AND PRODUCTS MADE OF TIN,BHUTAN,TON,0,0.00
TIN AND PRODUCTS MADE OF TIN,CONGO D. REP.,TON,7,0.14
TIN AND PRODUCTS MADE OF TIN,CONGO P REP,TON,0,0.00
TIN AND PRODUCTS MADE OF TIN,COTE D' IVOIRE,TON,0,0.00
TIN AND PRODUCTS MADE OF TIN,DJIBOUTI,TON,3,0.06
TIN AND PRODUCTS MADE OF TIN,EGYPT A RP,TON,0,0.00
TIN AND PRODUCTS MADE OF TIN,GERMANY,TON,1,0.02
TIN AND PRODUCTS MADE OF TIN,GHANA,TON,0,0.00
TIN AND PRODUCTS MADE OF TIN,HONG KONG,TON,6,0.10
TIN AND PRODUCTS MADE OF TIN,INDONESIA,TON,0,0.00
TIN AND PRODUCTS MADE OF TIN,IRAN,TON,2,0.05
TIN AND PRODUCTS MADE OF TIN,JAPAN,TON,2,0.02
TIN AND PRODUCTS MADE OF TIN,KENYA,TON,1,0.02
TIN AND PRODUCTS MADE OF TIN,KOREA RP,TON,269,2.86
TIN AND PRODUCTS MADE OF TIN,KUWAIT,TON,2,0.04
TIN AND PRODUCTS MADE OF TIN,LIBERIA,TON,0,0.00
TIN AND PRODUCTS MADE OF TIN,MALAWI,TON,0,0.00
TIN AND PRODUCTS MADE OF TIN,MALAYSIA,TON,3,0.08
TIN AND PRODUCTS MADE OF TIN,MAURITANIA,TON,0,0.00
TIN AND PRODUCTS MADE OF TIN,NEPAL,TON,23,0.32
TIN AND PRODUCTS MADE OF TIN,NIGERIA,TON,4,0.07
TIN AND PRODUCTS MADE OF TIN,OMAN,TON,1,0.05
TIN AND PRODUCTS MADE OF TIN,QATAR,TON,1,0.02
TIN AND PRODUCTS MADE OF TIN,SAUDI ARAB,TON,22,0.42
TIN AND PRODUCTS MADE OF TIN,SINGAPORE,TON,9,0.20
TIN AND PRODUCTS MADE OF TIN,SOUTH AFRICA,TON,8,0.25
TIN AND PRODUCTS MADE OF TIN,SRI LANKA DSR,TON,15,0.43
TIN AND PRODUCTS MADE OF TIN,SUDAN,TON,0,0.01
TIN AND PRODUCTS MADE OF TIN,TAIWAN,TON,6,0.10
TIN AND PRODUCTS MADE OF TIN,TANZANIA REP,TON,0,0.00
TIN AND PRODUCTS MADE OF TIN,THAILAND,TON,0,0.00
TIN AND PRODUCTS MADE OF TIN,TURKEY,TON,0,0.00
TIN AND PRODUCTS MADE OF TIN,U ARAB EMTS,TON,213,3.21
TIN AND PRODUCTS MADE OF TIN,U K,TON,31,0.66
TIN AND PRODUCTS MADE OF TIN,U S A,TON,5,0.10
TIN AND PRODUCTS MADE OF TIN,UGANDA,TON,8,0.16
TIN AND PRODUCTS MADE OF TIN,VIETNAM SOC REP,TON,0,0.00
ZINC AND PRODUCTS MADE OF ZINC,ALGERIA,TON,281,0.93
ZINC AND PRODUCTS MADE OF ZINC,ANGOLA,TON,4,0.02
ZINC AND PRODUCTS MADE OF ZINC,AUSTRALIA,TON,204,0.71
ZINC AND PRODUCTS MADE OF ZINC,AUSTRIA,TON,0,0.00
ZINC AND PRODUCTS MADE OF ZINC,AZERBAIJAN,TON,0,0.00
ZINC AND PRODUCTS MADE OF ZINC,BAHARAIN IS,TON,8,0.03
ZINC AND PRODUCTS MADE OF ZINC,BANGLADESH PR,TON,571,1.46
ZINC AND PRODUCTS MADE OF ZINC,BELARUS,TON,0,0.00
ZINC AND PRODUCTS MADE OF ZINC,BELGIUM,TON,70,0.13
ZINC AND PRODUCTS MADE OF ZINC,BHUTAN,TON,9,0.01
ZINC AND PRODUCTS MADE OF ZINC,BOTSWANA,TON,0,0.00
ZINC AND PRODUCTS MADE OF ZINC,BRAZIL,TON,433,1.21
ZINC AND PRODUCTS MADE OF ZINC,BULGARIA,TON,4,0.02
ZINC AND PRODUCTS MADE OF ZINC,BURKINA FASO,TON,0,0.00
ZINC AND PRODUCTS MADE OF ZINC,CAMBODIA,TON,10,0.03
ZINC AND PRODUCTS MADE OF ZINC,CAMEROON,TON,0,0.00
ZINC AND PRODUCTS MADE OF ZINC,CANADA,TON,22,0.07
ZINC AND PRODUCTS MADE OF ZINC,CHINA P RP,TON,32318,83.31
ZINC AND PRODUCTS MADE OF ZINC,COLOMBIA,TON,6,0.02
ZINC AND PRODUCTS MADE OF ZINC,CONGO D. REP.,TON,0,0.00
ZINC AND PRODUCTS MADE OF ZINC,CONGO P REP,TON,2,0.02
ZINC AND PRODUCTS MADE OF ZINC,COTE D' IVOIRE,TON,0,0.00
ZINC AND PRODUCTS MADE OF ZINC,CROATIA,TON,0,0.00
ZINC AND PRODUCTS MADE OF ZINC,CYPRUS,TON,1,0.00
ZINC AND PRODUCTS MADE OF ZINC,CZECH REPUBLIC,TON,0,0.00
ZINC AND PRODUCTS MADE OF ZINC,DENMARK,TON,32,0.39
ZINC AND PRODUCTS MADE OF ZINC,DJIBOUTI,TON,0,0.00
ZINC AND PRODUCTS MADE OF ZINC,DOMINIC REP,TON,10,0.14
ZINC AND PRODUCTS MADE OF ZINC,ECUADOR,TON,1,0.00
ZINC AND PRODUCTS MADE OF ZINC,EGYPT A RP,TON,25,0.08
ZINC AND PRODUCTS MADE OF ZINC,ESTONIA,TON,19,0.15
ZINC AND PRODUCTS MADE OF ZINC,ETHIOPIA,TON,0,0.00
ZINC AND PRODUCTS MADE OF ZINC,FIJI IS,TON,0,0.00
ZINC AND PRODUCTS MADE OF ZINC,FRANCE,TON,18,0.10
ZINC AND PRODUCTS MADE OF ZINC,GABON,TON,0,0.00
ZINC AND PRODUCTS MADE OF ZINC,GERMANY,TON,55,0.33
ZINC AND PRODUCTS MADE OF ZINC,GHANA,TON,1,0.00
ZINC AND PRODUCTS MADE OF ZINC,GREECE,TON,24,0.08
ZINC AND PRODUCTS MADE OF ZINC,GUINEA,TON,0,0.00
ZINC AND PRODUCTS MADE OF ZINC,HAITI,TON,0,0.00
ZINC AND PRODUCTS MADE OF ZINC,HONG KONG,TON,0,0.00
ZINC AND PRODUCTS MADE OF ZINC,INDONESIA,TON,7478,20.43
ZINC AND PRODUCTS MADE OF ZINC,IRAN,TON,80,0.30
ZINC AND PRODUCTS MADE OF ZINC,IRAQ,TON,0,0.00
ZINC AND PRODUCTS MADE OF ZINC,IRELAND,TON,0,0.00
ZINC AND PRODUCTS MADE OF ZINC,ISRAEL,TON,1675,4.56
ZINC AND PRODUCTS MADE OF ZINC,ITALY,TON,86,0.36
ZINC AND PRODUCTS MADE OF ZINC,JAPAN,TON,1194,3.26
ZINC AND PRODUCTS MADE OF ZINC,JORDAN,TON,1,0.00
ZINC AND PRODUCTS MADE OF ZINC,KENYA,TON,4586,12.49
ZINC AND PRODUCTS MADE OF ZINC,KOREA RP,TON,35929,94.47
ZINC AND PRODUCTS MADE OF ZINC,KUWAIT,TON,374,1.18
ZINC AND PRODUCTS MADE OF ZINC,LEBANON,TON,0,0.00
ZINC AND PRODUCTS MADE OF ZINC,LIBERIA,TON,0,0.00
ZINC AND PRODUCTS MADE OF ZINC,LITHUANIA,TON,23,0.12
ZINC AND PRODUCTS MADE OF ZINC,MACEDONIA,TON,0,0.00
ZINC AND PRODUCTS MADE OF ZINC,MALAWI,TON,0,0.00
ZINC AND PRODUCTS MADE OF ZINC,MALAYSIA,TON,10189,25.96
ZINC AND PRODUCTS MADE OF ZINC,MALDIVES,TON,10,0.09
ZINC AND PRODUCTS MADE OF ZINC,MALI,TON,0,0.01
ZINC AND PRODUCTS MADE OF ZINC,MALTA,TON,0,0.00
ZINC AND PRODUCTS MADE OF ZINC,MAURITANIA,TON,0,0.00
ZINC AND PRODUCTS MADE OF ZINC,MAURITIUS,TON,474,1.31
ZINC AND PRODUCTS MADE OF ZINC,MEXICO,TON,241,0.71
ZINC AND PRODUCTS MADE OF ZINC,MONTENEGRO,TON,400,1.17
ZINC AND PRODUCTS MADE OF ZINC,MOROCCO,TON,0,0.00
ZINC AND PRODUCTS MADE OF ZINC,MOZAMBIQUE,TON,332,0.86
ZINC AND PRODUCTS MADE OF ZINC,MYANMAR,TON,0,0.00
ZINC AND PRODUCTS MADE OF ZINC,NEPAL,TON,17062,45.10
ZINC AND PRODUCTS MADE OF ZINC,NETHERLAND,TON,9,0.05
ZINC AND PRODUCTS MADE OF ZINC,NEW ZEALAND,TON,2036,5.63
ZINC AND PRODUCTS MADE OF ZINC,NIGER,TON,1,0.00
ZINC AND PRODUCTS MADE OF ZINC,NIGERIA,TON,1541,4.49
ZINC AND PRODUCTS MADE OF ZINC,NORWAY,TON,0,0.00
ZINC AND PRODUCTS MADE OF ZINC,OMAN,TON,929,2.71
ZINC AND PRODUCTS MADE OF ZINC,PERU,TON,1,0.00
ZINC AND PRODUCTS MADE OF ZINC,PHILIPPINES,TON,0,0.02
ZINC AND PRODUCTS MADE OF ZINC,POLAND,TON,1,0.01
ZINC AND PRODUCTS MADE OF ZINC,PORTUGAL,TON,46,0.13
ZINC AND PRODUCTS MADE OF ZINC,QATAR,TON,181,0.54
ZINC AND PRODUCTS MADE OF ZINC,ROMANIA,TON,0,0.00
ZINC AND PRODUCTS MADE OF ZINC,RUSSIA,TON,0,0.00
ZINC AND PRODUCTS MADE OF ZINC,RWANDA,TON,0,0.00
ZINC AND PRODUCTS MADE OF ZINC,SAUDI ARAB,TON,3138,8.62
ZINC AND PRODUCTS MADE OF ZINC,SENEGAL,TON,0,0.00
ZINC AND PRODUCTS MADE OF ZINC,SEYCHELLES,TON,0,0.00
ZINC AND PRODUCTS MADE OF ZINC,SINGAPORE,TON,26607,66.66
ZINC AND PRODUCTS MADE OF ZINC,SOUTH AFRICA,TON,73,0.22
ZINC AND PRODUCTS MADE OF ZINC,SPAIN,TON,99,0.31
ZINC AND PRODUCTS MADE OF ZINC,SRI LANKA DSR,TON,421,1.15
ZINC AND PRODUCTS MADE OF ZINC,SUDAN,TON,17,0.06
ZINC AND PRODUCTS MADE OF ZINC,SWEDEN,TON,354,1.75
ZINC AND PRODUCTS MADE OF ZINC,SWITZERLAND,TON,1,0.02
ZINC AND PRODUCTS MADE OF ZINC,TAIWAN,TON,33646,90.07
ZINC AND PRODUCTS MADE OF ZINC,TANZANIA REP,TON,1150,3.04
ZINC AND PRODUCTS MADE OF ZINC,THAILAND,TON,12330,33.91
ZINC AND PRODUCTS MADE OF ZINC,TOGO,TON,0,0.00
ZINC AND PRODUCTS MADE OF ZINC,TRINIDAD,TON,0,0.00
ZINC AND PRODUCTS MADE OF ZINC,TUNISIA,TON,61,0.18
ZINC AND PRODUCTS MADE OF ZINC,TURKEY,TON,903,2.55
ZINC AND PRODUCTS MADE OF ZINC,U ARAB EMTS,TON,10710,31.67
ZINC AND PRODUCTS MADE OF ZINC,U K,TON,97,0.51
ZINC AND PRODUCTS MADE OF ZINC,U S A,TON,1098,5.09
ZINC AND PRODUCTS MADE OF ZINC,UGANDA,TON,1,0.01
ZINC AND PRODUCTS MADE OF ZINC,UKRAINE,TON,0,0.00
ZINC AND PRODUCTS MADE OF ZINC,URUGUAY,TON,0,0.00
ZINC AND PRODUCTS MADE OF ZINC,UZBEKISTAN,TON,0,0.00
